International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2020-038BK,45787,STARLINK-1517,95.59,53.05,548,546,0.0001197,,0.50
2020-055A,46027,STARLINK-1522,95.59,53.05,548,546,0.0001383,,0.79
2020-055B,46028,STARLINK-1523,95.59,53.05,548,546,0.0001666,,0.78
2020-055C,46029,STARLINK-1526,95.59,53.05,548,546,0.0001470,,0.85
2020-055D,46030,STARLINK-1534,95.24,53.05,531,529,0.0001392,,0.64
2020-055E,46031,STARLINK-1544,95.59,53.05,548,546,0.0001395,,0.77
2020-055F,46032,STARLINK-1555,95.59,53.05,548,546,0.0001131,,0.80
2020-055G,46033,STARLINK-1556,95.59,53.05,548,546,0.0001181,,0.82
2020-055H,46034,STARLINK-1557,95.59,53.05,548,546,0.0001391,,0.81
2020-055J,46035,STARLINK-1558,95.59,53.05,548,546,0.0001338,,0.74
2020-055K,46036,STARLINK-1560,95.59,53.05,548,546,0.0001331,,0.62
2020-055L,46037,STARLINK-1565,95.04,53.05,525,516,0.0006340,,0.78
2020-055M,46038,STARLINK-1567,95.59,53.05,548,546,0.0001029,,0.81
2020-055N,46039,STARLINK-1569,95.59,53.05,548,546,0.0001332,,0.80
2020-055Q,46041,STARLINK-1580,95.59,53.05,548,546,0.0001382,,0.76
2020-055R,46042,STARLINK-1581,95.59,53.05,548,546,0.0001657,,0.79
2020-055S,46043,STARLINK-1582,95.59,53.05,548,546,0.0001451,,0.80
2020-055U,46045,STARLINK-1591,95.59,53.05,548,546,0.0001390,,0.77
2020-055W,46047,STARLINK-1524,95.59,53.05,548,546,0.0001492,,0.82
2020-055X,46048,STARLINK-1527,95.59,53.05,548,546,0.0001341,,0.82
2020-055AA,46051,STARLINK-1540,95.59,53.05,548,546,0.0001541,,0.85
2020-055AB,46052,STARLINK-1541,95.59,53.05,548,546,0.0001066,,0.80
2020-055AC,46053,STARLINK-1543,95.59,53.05,548,546,0.0001247,,0.80
2020-055AD,46054,STARLINK-1548,95.59,53.05,548,546,0.0001239,,0.79
2020-055AE,46055,STARLINK-1554,95.59,53.05,548,546,0.0001266,,0.81
2020-055AH,46058,STARLINK-1564,95.59,53.05,548,546,0.0001379,,0.79
2020-055AJ,46059,STARLINK-1570,95.59,53.05,548,546,0.0001180,,0.77
2020-055AK,46060,STARLINK-1572,95.59,53.05,548,546,0.0001329,,0.77
2020-055AL,46061,STARLINK-1573,95.59,53.05,548,546,0.0001448,,0.77
2020-055AM,46062,STARLINK-1574,95.23,53.05,531,529,0.0001123,,0.39
2020-055AN,46063,STARLINK-1577,95.59,53.05,548,546,0.0001359,,0.81
2020-055AP,46064,STARLINK-1583,95.59,53.05,548,546,0.0001317,,0.78
2020-055AR,46066,STARLINK-1525,95.59,53.05,548,546,0.0001247,,0.85
2020-055AU,46069,STARLINK-1533,95.59,53.05,548,546,0.0001190,,0.89
2020-055AV,46070,STARLINK-1536,95.59,53.05,548,546,0.0001384,,0.87
2020-055AW,46071,STARLINK-1538,95.33,53.05,536,534,0.0001324,,0.64
2020-055AY,46073,STARLINK-1542,95.59,53.05,548,546,0.0001315,,0.88
2020-055AZ,46074,STARLINK-1549,95.59,53.05,548,546,0.0001217,,0.83
2020-055BA,46075,STARLINK-1551,95.59,53.05,548,546,0.0001289,,0.87
2020-055BB,46076,STARLINK-1552,95.59,53.05,548,546,0.0001314,,0.84
2020-055BC,46077,STARLINK-1559,95.59,53.05,548,546,0.0001172,,0.86
2020-055BD,46078,STARLINK-1563,95.59,53.05,548,546,0.0001235,,0.88
2020-055BE,46079,STARLINK-1566,95.59,53.05,548,546,0.0001605,,0.82
2020-055BF,46080,STARLINK-1568,95.58,53.05,547,546,0.0001050,,0.84
2020-055BG,46081,STARLINK-1571,95.59,53.05,548,546,0.0001335,,0.83
2020-055BH,46082,STARLINK-1578,95.59,53.05,548,546,0.0001073,,0.87
2020-055BJ,46083,STARLINK-1579,95.59,53.05,548,546,0.0001308,,0.84
2020-057A,46117,STARLINK-1585,95.59,53.05,548,546,0.0001136,,0.60
2020-057B,46118,STARLINK-1588,95.59,53.06,548,546,0.0001512,,0.53
2020-057C,46119,STARLINK-1593,95.59,53.05,548,546,0.0001449,,0.57
2020-057D,46120,STARLINK-1601,95.59,53.05,549,546,0.0001799,,1.15
2020-057E,46121,STARLINK-1602,95.23,53.05,531,529,0.0001540,,0.47
2020-057F,46122,STARLINK-1604,94.87,53.05,513,511,0.0001642,,0.64
2020-057G,46123,STARLINK-1605,95.59,53.05,548,546,0.0001250,,0.92
2020-057H,46124,STARLINK-1614,95.59,53.05,548,547,0.0000567,,0.92
2020-057J,46125,STARLINK-1618,95.59,53.06,548,546,0.0001060,,0.54
2020-057K,46126,STARLINK-1619,93.91,53.05,471,460,0.0007858,,0.59
2020-057L,46127,STARLINK-1621,95.59,53.05,548,546,0.0001623,,0.57
2020-057M,46128,STARLINK-1622,95.59,53.06,548,546,0.0001796,,0.61
2020-057N,46129,STARLINK-1623,95.59,53.06,548,546,0.0001499,,1.23
2020-057P,46130,STARLINK-1624,95.59,53.05,548,546,0.0001637,,0.93
2020-057Q,46131,STARLINK-1625,95.59,53.05,548,546,0.0001579,,1.12
2020-057R,46132,STARLINK-1630,95.46,53.05,542,540,0.0001405,,0.64
2020-057S,46133,STARLINK-1637,95.23,53.05,531,529,0.0001726,,0.64
2020-057U,46135,STARLINK-1639,95.59,53.05,548,546,0.0001277,,0.93
2020-057V,46136,STARLINK-1643,95.59,53.05,549,546,0.0001927,,1.14
2020-057W,46137,STARLINK-1586,95.59,53.05,548,546,0.0001289,,0.60
2020-057X,46138,STARLINK-1590,93.86,53.06,467,459,0.0005919,,0.47
2020-057Z,46140,STARLINK-1594,95.59,53.05,548,546,0.0001457,,1.24
2020-057AA,46141,STARLINK-1596,95.59,53.05,548,546,0.0001815,,0.93
2020-057AB,46142,STARLINK-1597,95.59,53.06,549,546,0.0002173,,0.84
2020-057AD,46144,STARLINK-1606,95.59,53.06,548,546,0.0001760,,0.88
2020-057AF,46146,STARLINK-1608,95.59,53.05,548,546,0.0001350,,0.83
2020-057AG,46147,STARLINK-1611,95.21,53.05,529,528,0.0001130,,0.64
2020-057AH,46148,STARLINK-1616,95.59,53.05,548,546,0.0001356,,1.31
2020-057AK,46150,STARLINK-1629,95.59,53.05,548,546,0.0001186,,0.84
2020-057AL,46151,STARLINK-1631,95.59,53.06,548,546,0.0001651,,0.59
2020-057AN,46153,STARLINK-1636,95.59,53.06,548,546,0.0001686,,0.58
2020-057AP,46154,STARLINK-1642,95.59,53.06,549,546,0.0002050,,0.57
2020-057AQ,46155,STARLINK-1667,95.59,53.05,548,546,0.0001715,,0.94
2020-057AR,46156,STARLINK-1545,95.59,53.05,548,546,0.0001544,,0.88
2020-057AS,46157,STARLINK-1587,95.59,53.06,548,546,0.0001837,,1.23
2020-057AU,46159,STARLINK-1595,95.59,53.06,548,546,0.0001938,,0.53
2020-057AV,46160,STARLINK-1598,95.59,53.06,549,546,0.0002113,,0.60
2020-057AW,46161,STARLINK-1600,95.57,53.05,548,545,0.0002237,,0.89
2020-057AX,46162,STARLINK-1603,93.99,53.05,471,468,0.0001630,,0.64
2020-057AY,46163,STARLINK-1610,95.59,53.06,548,546,0.0001192,,0.62
2020-057AZ,46164,STARLINK-1612,95.59,53.05,548,546,0.0001354,,0.63
2020-057BC,46167,STARLINK-1626,95.59,53.05,548,546,0.0001283,,0.82
2020-057BD,46168,STARLINK-1627,95.59,53.06,548,546,0.0001570,,1.38
2020-057BE,46169,STARLINK-1628,95.59,53.05,548,546,0.0001314,,0.81
2020-057BG,46171,STARLINK-1633,95.59,53.06,548,546,0.0001611,,0.58
2020-057BH,46172,STARLINK-1635,95.59,53.05,548,546,0.0001820,,0.90
2020-057BJ,46173,STARLINK-1640,95.59,53.06,549,546,0.0001904,,0.52
2020-057BK,46174,STARLINK-1641,95.59,53.05,548,546,0.0001697,,0.85
2020-062A,46325,STARLINK-1734,95.59,53.05,548,546,0.0001736,,0.77
2020-062B,46326,STARLINK-1654,95.59,53.05,548,546,0.0001483,,0.64
2020-062C,46327,STARLINK-1673,94.58,53.05,501,496,0.0004215,,1.13
2020-062D,46328,STARLINK-1686,95.59,53.06,548,546,0.0001636,,0.70
2020-062E,46329,STARLINK-1695,95.59,53.05,549,546,0.0002400,,0.74
2020-062F,46330,STARLINK-1710,95.59,53.06,549,546,0.0002235,,1.14
2020-062G,46331,STARLINK-1719,95.59,53.05,548,546,0.0001219,,1.04
2020-062J,46333,STARLINK-1723,95.59,53.06,549,546,0.0002335,,0.49
2020-062K,46334,STARLINK-1725,95.40,53.05,539,537,0.0001542,,0.64
2020-062L,46335,STARLINK-1727,95.59,53.05,548,546,0.0001318,,1.05
2020-062M,46336,STARLINK-1738,95.59,53.06,550,545,0.0003521,,0.47
2020-062N,46337,STARLINK-1750,95.59,53.05,548,546,0.0001062,,0.72
2020-062P,46338,STARLINK-1752,95.59,53.05,548,546,0.0001379,,1.07
2020-062R,46340,STARLINK-1759,95.59,53.05,548,546,0.0001388,,1.06
2020-062S,46341,STARLINK-1760,95.09,53.05,524,522,0.0001157,,0.64
2020-062T,46342,STARLINK-1762,95.59,53.05,548,546,0.0001428,,0.64
2020-062U,46343,STARLINK-1764,95.59,53.05,548,546,0.0001669,,0.71
2020-062V,46344,STARLINK-1765,95.59,53.05,548,546,0.0001182,,1.16
2020-062W,46345,STARLINK-1767,95.59,53.06,548,546,0.0001620,,1.09
2020-062Y,46347,STARLINK-1547,95.59,53.06,548,546,0.0001695,,0.80
2020-062Z,46348,STARLINK-1553,95.42,53.05,540,538,0.0001827,,1.14
2020-062AA,46349,STARLINK-1575,95.59,53.05,548,546,0.0001827,,0.50
2020-062AC,46351,STARLINK-1646,95.59,53.06,548,546,0.0001458,,0.72
2020-062AD,46352,STARLINK-1653,95.59,53.06,548,546,0.0001091,,1.14
2020-062AE,46353,STARLINK-1656,95.59,53.05,548,546,0.0001545,,0.68
2020-062AF,46354,STARLINK-1657,95.59,53.05,548,546,0.0001262,,1.09
2020-062AG,46355,STARLINK-1661,95.59,53.05,549,546,0.0002124,,0.65
2020-062AH,46356,STARLINK-1665,95.59,53.05,548,546,0.0001417,,0.63
2020-062AJ,46357,STARLINK-1666,95.59,53.05,548,546,0.0001910,,0.71
2020-062AL,46359,STARLINK-1707,95.59,53.06,548,546,0.0001392,,1.08
2020-062AM,46360,STARLINK-1713,95.59,53.05,548,546,0.0001416,,0.53
2020-062AN,46361,STARLINK-1722,95.55,53.06,545,545,0.0000374,,0.75
2020-062AP,46362,STARLINK-1726,95.59,53.05,548,546,0.0001384,,0.78
2020-062AQ,46363,STARLINK-1739,95.19,53.05,529,527,0.0001005,,0.64
2020-062AR,46364,STARLINK-1763,95.47,53.05,543,540,0.0001584,,0.64
2020-062AT,46366,STARLINK-1651,95.59,53.06,549,546,0.0001770,,1.21
2020-062AX,46370,STARLINK-1670,93.60,53.05,452,450,0.0001244,,0.64
2020-062AZ,46372,STARLINK-1689,94.87,53.06,514,510,0.0002634,,1.08
2020-062BB,46374,STARLINK-1711,93.11,53.05,428,426,0.0001505,,0.64
2020-062BC,46375,STARLINK-1724,95.59,53.06,548,546,0.0001258,,1.09
2020-062BD,46376,STARLINK-1742,95.59,53.05,548,546,0.0001531,,0.48
2020-062BH,46380,STARLINK-1758,95.58,53.05,547,546,0.0001314,,1.11
2020-062BK,46382,STARLINK-1769,95.59,53.06,548,546,0.0001683,,0.53
2020-062BL,46383,STARLINK-1770,95.59,53.05,548,546,0.0001596,,1.07
2020-062BM,46384,STARLINK-1771,95.59,53.05,548,546,0.0001708,,0.67
2020-070A,46532,STARLINK-1644,94.36,53.05,489,487,0.0001086,,0.39
2020-070B,46533,STARLINK-1648,95.59,53.05,548,546,0.0001546,,0.66
2020-070C,46534,STARLINK-1659,95.55,53.05,546,545,0.0001213,,0.55
2020-070D,46535,STARLINK-1663,95.59,53.05,548,547,0.0000741,,0.76
2020-070F,46537,STARLINK-1672,95.59,53.05,549,546,0.0002203,,0.66
2020-070G,46538,STARLINK-1678,95.59,53.05,548,546,0.0001589,,0.55
2020-070K,46541,STARLINK-1687,95.59,53.05,548,546,0.0001198,,0.57
2020-070L,46542,STARLINK-1692,95.59,53.05,548,546,0.0001860,,0.51
2020-070M,46543,STARLINK-1693,94.85,53.05,515,507,0.0006036,,0.76
2020-070N,46544,STARLINK-1694,95.38,53.05,538,536,0.0001354,,0.39
2020-070P,46545,STARLINK-1696,95.59,53.05,549,546,0.0002341,,0.75
2020-070Q,46546,STARLINK-1697,95.55,53.05,546,544,0.0001410,,0.63
2020-070T,46549,STARLINK-1700,95.59,53.05,548,546,0.0001364,,0.63
2020-070U,46550,STARLINK-1701,95.59,53.05,548,546,0.0001068,,0.64
2020-070X,46553,STARLINK-1664,95.59,53.05,548,546,0.0001243,,0.72
2020-070Y,46554,STARLINK-1671,93.11,53.05,433,420,0.0009131,,0.76
2020-070AA,46556,STARLINK-1676,95.59,53.05,549,546,0.0002036,,0.54
2020-070AB,46557,STARLINK-1679,95.59,53.05,548,546,0.0001733,,0.69
2020-070AC,46558,STARLINK-1680,95.59,53.05,548,546,0.0001258,,0.56
2020-070AD,46559,STARLINK-1681,95.59,53.05,548,546,0.0001143,,0.64
2020-070AF,46561,STARLINK-1709,93.72,53.05,457,456,0.0001011,,0.64
2020-070AG,46562,STARLINK-1714,95.59,53.05,548,546,0.0001029,,0.68
2020-070AH,46563,STARLINK-1730,95.59,53.05,548,546,0.0000888,,0.54
2020-070AJ,46564,STARLINK-1733,95.59,53.05,548,546,0.0001277,,0.56
2020-070AK,46565,STARLINK-1735,95.59,53.05,548,546,0.0001477,,0.58
2020-070AL,46566,STARLINK-1740,95.59,53.05,548,546,0.0001020,,0.80
2020-070AM,46567,STARLINK-1741,95.59,53.05,548,546,0.0001364,,0.70
2020-070AS,46572,STARLINK-1531,95.59,53.05,549,546,0.0002156,,0.52
2020-070AU,46574,STARLINK-1660,95.59,53.05,548,546,0.0001898,,0.55
2020-070AV,46575,STARLINK-1675,95.59,53.05,548,546,0.0001415,,0.76
2020-070AW,46576,STARLINK-1677,95.59,53.05,548,546,0.0001299,,0.69
2020-070AX,46577,STARLINK-1682,95.08,53.05,523,522,0.0001115,,0.39
2020-070AY,46578,STARLINK-1683,95.59,53.05,548,546,0.0001145,,0.62
2020-070AZ,46579,STARLINK-1705,95.59,53.05,549,546,0.0002313,,0.68
2020-070BA,46580,STARLINK-1708,95.59,53.05,548,546,0.0001539,,0.70
2020-070BB,46581,STARLINK-1712,95.59,53.05,547,547,0.0000251,,0.74
2020-070BC,46582,STARLINK-1728,95.59,53.05,548,547,0.0000761,,0.55
2020-070BD,46583,STARLINK-1729,95.47,53.05,542,541,0.0001126,,0.47
2020-070BE,46584,STARLINK-1732,95.14,53.05,526,524,0.0001251,,0.39
2020-070BF,46585,STARLINK-1736,95.59,53.05,548,546,0.0001240,,0.56
2020-070BG,46586,STARLINK-1737,95.23,53.05,530,529,0.0000896,,0.64
2020-070BJ,46588,STARLINK-1746,95.59,53.05,548,546,0.0001445,,0.56
2020-070BK,46589,STARLINK-1749,93.28,53.05,436,434,0.0001930,,0.64
2020-070BM,46591,STARLINK-1755,94.41,53.06,491,489,0.0001090,,0.39
2020-073B,46671,STARLINK-1715,95.59,53.05,548,546,0.0001551,,1.01
2020-073C,46672,STARLINK-1716,95.59,53.05,548,546,0.0001357,,0.47
2020-073E,46674,STARLINK-1718,95.59,53.05,548,546,0.0001790,,1.04
2020-073F,46675,STARLINK-1720,95.14,53.05,526,524,0.0001532,,0.39
2020-073K,46679,STARLINK-1773,95.59,53.05,548,546,0.0001405,,0.51
2020-073M,46681,STARLINK-1775,95.59,53.05,548,546,0.0001590,,1.40
2020-073N,46682,STARLINK-1776,95.59,53.05,548,546,0.0001272,,0.97
2020-073Q,46684,STARLINK-1780,95.52,53.05,546,542,0.0002854,,0.52
2020-073R,46685,STARLINK-1781,95.59,53.05,548,546,0.0001550,,0.97
2020-073T,46687,STARLINK-1784,95.59,53.05,549,546,0.0001992,,1.09
2020-073V,46689,STARLINK-1788,95.59,53.05,549,546,0.0001744,,1.01
2020-073W,46690,STARLINK-1789,95.59,53.05,548,546,0.0001524,,0.47
2020-073X,46691,STARLINK-1790,95.59,53.05,548,546,0.0001299,,0.61
2020-073Y,46692,STARLINK-1791,95.59,53.05,548,546,0.0001414,,1.28
2020-073Z,46693,STARLINK-1792,94.76,53.05,511,503,0.0005400,,1.37
2020-073AA,46694,STARLINK-1793,95.59,53.05,548,546,0.0001327,,0.51
2020-073AC,46696,STARLINK-1795,95.59,53.05,548,546,0.0001640,,1.09
2020-073AE,46698,STARLINK-1797,95.59,53.05,548,546,0.0001395,,0.45
2020-073AF,46699,STARLINK-1799,95.59,53.05,548,546,0.0001359,,1.03
2020-073AG,46700,STARLINK-1800,95.59,53.06,548,546,0.0001421,,0.96
2020-073AH,46701,STARLINK-1801,95.59,53.05,548,546,0.0001523,,1.46
2020-073AJ,46702,STARLINK-1802,95.59,53.05,548,546,0.0001785,,0.52
2020-073AK,46703,STARLINK-1803,95.58,53.05,547,546,0.0001072,,1.01
2020-073AM,46705,STARLINK-1805,95.59,53.05,548,546,0.0001482,,1.29
2020-073AN,46706,STARLINK-1807,95.59,53.05,548,546,0.0001383,,0.58
2020-073AP,46707,STARLINK-1808,95.24,53.05,531,530,0.0001076,,0.39
2020-073AR,46709,STARLINK-1810,95.59,53.05,548,546,0.0001755,,0.98
2020-073AT,46711,STARLINK-1813,95.23,53.05,531,529,0.0001329,,0.64
2020-073AU,46712,STARLINK-1814,95.59,53.05,548,546,0.0001389,,1.01
2020-073AV,46713,STARLINK-1815,95.59,53.05,548,546,0.0001073,,0.48
2020-073AW,46714,STARLINK-1816,95.59,53.05,548,546,0.0001005,,0.49
2020-073AX,46715,STARLINK-1817,95.59,53.05,548,546,0.0001678,,1.03
2020-073AY,46716,STARLINK-1818,95.12,53.05,525,524,0.0001048,,1.00
2020-073AZ,46717,STARLINK-1820,95.59,53.05,548,546,0.0001593,,1.01
2020-073BA,46718,STARLINK-1821,95.59,53.06,548,546,0.0001685,,0.96
2020-073BB,46719,STARLINK-1822,95.59,53.05,548,546,0.0000806,,0.52
2020-073BF,46723,STARLINK-1826,95.59,53.05,548,546,0.0001526,,0.52
2020-073BH,46725,STARLINK-1828,95.59,53.05,548,546,0.0001126,,0.98
2020-073BJ,46726,STARLINK-1829,95.45,53.05,541,540,0.0001205,,0.39
2020-073BK,46727,STARLINK-1830,95.59,53.05,548,546,0.0001441,,0.53
2020-074B,46740,STARLINK-1848,95.59,53.06,548,546,0.0001734,,0.77
2020-074C,46741,STARLINK-1865,95.22,53.05,530,529,0.0001099,,0.39
2020-074E,46743,STARLINK-1892,95.59,53.05,548,546,0.0001706,,0.83
2020-074F,46744,STARLINK-1894,95.59,53.05,548,546,0.0001565,,0.52
2020-074H,46746,STARLINK-1905,95.59,53.05,548,546,0.0001584,,0.53
2020-074J,46747,STARLINK-1908,95.23,53.05,530,529,0.0000841,,0.39
2020-074K,46748,STARLINK-1910,93.67,53.06,455,453,0.0001545,,0.64
2020-074L,46749,STARLINK-1911,95.59,53.05,548,546,0.0001743,,0.53
2020-074N,46751,STARLINK-1920,94.40,53.06,490,488,0.0001424,,0.64
2020-074P,46752,STARLINK-1921,95.22,53.05,530,528,0.0001240,,0.39
2020-074Q,46753,STARLINK-1922,95.59,53.05,548,546,0.0001724,,0.56
2020-074R,46754,STARLINK-1923,91.07,53.05,333,321,0.0008864,,0.64
2020-074S,46755,STARLINK-1924,95.59,53.06,548,546,0.0001758,,0.81
2020-074T,46756,STARLINK-1925,95.22,53.05,530,528,0.0001662,,0.39
2020-074V,46758,STARLINK-1928,95.59,53.06,549,546,0.0002109,,1.09
2020-074W,46759,STARLINK-1833,95.59,53.05,548,546,0.0001366,,0.77
2020-074X,46760,STARLINK-1896,95.22,53.05,530,528,0.0001281,,0.39
2020-074AB,46764,STARLINK-1903,95.42,53.05,541,537,0.0002974,,0.78
2020-074AC,46765,STARLINK-1906,94.82,53.05,511,509,0.0001554,,0.64
2020-074AD,46766,STARLINK-1916,95.59,53.05,549,546,0.0001900,,0.78
2020-074AE,46767,STARLINK-1917,95.34,53.05,536,534,0.0001364,,0.64
2020-074AF,46768,STARLINK-1918,93.48,53.05,446,444,0.0001516,,0.39
2020-074AH,46770,STARLINK-1932,94.68,53.06,504,502,0.0001252,,0.39
2020-074AK,46772,STARLINK-1936,95.59,53.06,548,546,0.0001037,,0.74
2020-074AS,46779,STARLINK-1798,95.43,53.05,541,538,0.0001598,,0.64
2020-074AT,46780,STARLINK-1832,95.59,53.05,548,546,0.0001647,,0.86
2020-074AU,46781,STARLINK-1834,95.50,53.05,543,542,0.0001226,,0.64
2020-074AV,46782,STARLINK-1835,95.59,53.06,548,546,0.0001812,,0.53
2020-074AX,46784,STARLINK-1882,95.59,53.05,548,546,0.0001580,,0.83
2020-074AY,46785,STARLINK-1883,95.59,53.05,548,546,0.0001605,,1.13
2020-074AZ,46786,STARLINK-1893,95.59,53.05,549,546,0.0002126,,0.88
2020-074BB,46788,STARLINK-1929,95.29,53.05,533,532,0.0001355,,0.64
2020-074BC,46789,STARLINK-1930,95.22,53.05,530,528,0.0001370,,0.64
2020-074BD,46790,STARLINK-1931,95.59,53.05,548,546,0.0001441,,1.11
2020-074BE,46791,STARLINK-1933,93.70,53.06,457,454,0.0001596,,0.39
2020-074BF,46792,STARLINK-1934,95.59,53.05,548,546,0.0001698,,1.07
2020-074BG,46793,STARLINK-1941,95.22,53.06,531,527,0.0002835,,1.28
2020-074BH,46794,STARLINK-1942,95.59,53.05,549,546,0.0002251,,0.50
2020-074BK,46796,STARLINK-1944,95.59,53.05,548,546,0.0001290,,0.53
2020-074BM,46798,STARLINK-1948,95.44,53.05,541,539,0.0001405,,0.64
2020-088A,47122,STARLINK-1777,95.59,53.05,549,546,0.0001802,,1.14
2020-088C,47124,STARLINK-1785,95.01,53.05,520,518,0.0001340,,0.64
2020-088E,47126,STARLINK-1812,95.59,53.05,548,546,0.0001619,,0.85
2020-088G,47128,STARLINK-1837,93.02,53.05,423,421,0.0001539,,0.39
2020-088H,47129,STARLINK-1838,95.00,53.05,520,518,0.0001300,,0.64
2020-088M,47133,STARLINK-1843,95.59,53.06,548,546,0.0001428,,0.87
2020-088P,47135,STARLINK-1845,95.59,53.05,548,546,0.0001775,,0.88
2020-088Q,47136,STARLINK-1846,95.23,53.05,530,529,0.0001402,,0.64
2020-088R,47137,STARLINK-1849,95.59,53.05,548,546,0.0001513,,0.89
2020-088S,47138,STARLINK-1850,95.11,53.05,525,523,0.0001536,,0.64
2020-088T,47139,STARLINK-1852,94.27,53.05,484,482,0.0001544,,0.64
2020-088V,47141,STARLINK-1854,95.59,53.05,548,546,0.0001538,,0.59
2020-088X,47143,STARLINK-1856,95.59,53.05,548,546,0.0001548,,0.87
2020-088Y,47144,STARLINK-1857,94.87,53.06,513,511,0.0001279,,0.64
2020-088AB,47147,STARLINK-1860,94.35,53.03,489,485,0.0003247,,0.90
2020-088AC,47148,STARLINK-1861,95.59,53.05,548,546,0.0001305,,1.22
2020-088AD,47149,STARLINK-1862,95.59,53.05,548,546,0.0001605,,0.59
2020-088AE,47150,STARLINK-1863,95.59,53.06,549,546,0.0002233,,0.86
2020-088AF,47151,STARLINK-1864,95.46,53.05,542,540,0.0001505,,0.64
2020-088AG,47152,STARLINK-1866,95.01,53.05,520,518,0.0001705,,0.39
2020-088AH,47153,STARLINK-1867,94.59,53.05,500,498,0.0001325,,0.64
2020-088AK,47155,STARLINK-1869,93.71,53.05,457,455,0.0001545,,0.64
2020-088AM,47157,STARLINK-1871,95.59,53.05,548,546,0.0001630,,0.84
2020-088AN,47158,STARLINK-1873,95.59,53.06,548,546,0.0001571,,0.61
2020-088AR,47161,STARLINK-1876,95.59,53.05,548,546,0.0001422,,0.91
2020-088AS,47162,STARLINK-1877,95.24,53.05,531,530,0.0000952,,0.39
2020-088AT,47163,STARLINK-1878,95.13,53.05,526,524,0.0001429,,0.64
2020-088AU,47164,STARLINK-1879,94.74,53.05,507,505,0.0001149,,0.64
2020-088AV,47165,STARLINK-1880,95.03,53.05,521,519,0.0001690,,0.39
2020-088AX,47167,STARLINK-1884,95.59,53.05,548,546,0.0001623,,0.84
2020-088BA,47170,STARLINK-1887,95.16,53.05,527,525,0.0001345,,0.64
2020-088BB,47171,STARLINK-1888,95.59,53.05,548,546,0.0001905,,0.90
2020-088BD,47173,STARLINK-1890,95.59,53.06,549,546,0.0001868,,0.84
2020-088BE,47174,STARLINK-1891,95.07,53.05,523,521,0.0001383,,0.39
2020-088BF,47175,STARLINK-1895,94.20,53.06,481,479,0.0001643,,0.64
2020-088BH,47177,STARLINK-1907,95.33,53.05,536,534,0.0001439,,0.64
2020-088BJ,47178,STARLINK-1912,95.59,53.05,548,547,0.0000966,,0.87
2020-088BK,47179,STARLINK-1913,95.59,53.06,548,546,0.0001818,,0.55
2021-005C,47351,STARLINK-2017,95.59,53.05,548,546,0.0001536,,0.64
2021-005D,47352,STARLINK-2034,95.59,53.05,548,546,0.0001279,,0.95
2021-005E,47353,STARLINK-2045,95.59,53.05,548,546,0.0001229,,0.67
2021-005F,47354,STARLINK-2046,95.59,53.06,548,546,0.0001577,,0.60
2021-005G,47355,STARLINK-2047,95.59,53.05,548,546,0.0001642,,1.10
2021-005H,47356,STARLINK-2049,95.59,53.05,548,546,0.0001631,,1.05
2021-005J,47357,STARLINK-2050,95.59,53.05,548,547,0.0000865,,0.54
2021-005K,47358,STARLINK-2055,95.59,53.06,548,546,0.0001201,,1.04
2021-005L,47359,STARLINK-2069,94.95,53.05,518,515,0.0002256,,0.99
2021-005N,47361,STARLINK-2071,95.59,53.05,548,546,0.0001773,,0.63
2021-005P,47362,STARLINK-2076,95.59,53.05,548,546,0.0001275,,0.92
2021-005Q,47363,STARLINK-2077,94.85,53.05,512,511,0.0001265,,0.64
2021-005T,47366,STARLINK-2081,95.59,53.05,548,546,0.0001348,,0.96
2021-005U,47367,STARLINK-2082,95.59,53.05,548,546,0.0001508,,0.53
2021-005V,47368,STARLINK-2084,95.59,53.05,548,547,0.0000508,,0.54
2021-005X,47370,STARLINK-2086,95.59,53.05,548,546,0.0001580,,0.64
2021-005Y,47371,STARLINK-2088,95.59,53.05,548,546,0.0001221,,0.53
2021-005Z,47372,STARLINK-2089,94.91,53.05,515,513,0.0001378,,0.64
2021-005AA,47373,STARLINK-2092,95.59,53.05,548,546,0.0001242,,0.93
2021-005AB,47374,STARLINK-2093,95.59,53.05,548,546,0.0001554,,0.51
2021-005AC,47375,STARLINK-2094,95.59,53.05,548,546,0.0001226,,0.97
2021-005AD,47376,STARLINK-2096,95.59,53.05,548,546,0.0001483,,0.96
2021-005AE,47377,STARLINK-2097,95.59,53.05,548,546,0.0001575,,0.52
2021-005AF,47378,STARLINK-2098,95.59,53.06,548,546,0.0001598,,1.05
2021-005AG,47379,STARLINK-2099,95.59,53.05,548,546,0.0001456,,0.65
2021-005AH,47380,STARLINK-2100,95.59,53.05,548,546,0.0001729,,0.62
2021-005AJ,47381,STARLINK-2101,95.59,53.06,548,546,0.0001554,,1.00
2021-005AK,47382,STARLINK-2102,95.59,53.05,548,546,0.0001386,,1.02
2021-005AL,47383,STARLINK-2103,95.59,53.05,548,546,0.0001341,,0.65
2021-005AM,47384,STARLINK-2104,95.59,53.06,548,546,0.0001464,,1.04
2021-005AN,47385,STARLINK-2105,95.59,53.05,548,546,0.0001678,,1.11
2021-005AP,47386,STARLINK-2106,95.59,53.05,548,546,0.0001438,,1.01
