International Designator,NORAD Catalog Number,Name,Period (minutes),Inclination (degrees),Apogee Height (km),Perigee Height (km),Eccentricity,Latest Data,GP Age (days)
2024-195P,61700,STARLINK-32349,93.53,53.16,448,446,0.0001123,,0.58
2024-195Q,61701,STARLINK-32461,93.53,53.16,448,446,0.0001238,,0.39
2024-195R,61702,STARLINK-32299,93.53,53.16,448,447,0.0000796,,0.58
2024-195S,61703,STARLINK-32335,93.53,53.16,448,446,0.000101,,0.58
2024-195T,61704,STARLINK-32387,93.53,53.16,448,446,0.0001188,,0.59
2024-195U,61705,STARLINK-32515,93.53,53.16,448,447,0.0000933,,0.53
2024-195V,61706,STARLINK-32533,93.53,53.16,448,447,0.0000998,,0.52
2024-196A,61707,STARLINK-32376,93.53,53.16,448,447,0.0000884,,0.58
2024-196B,61708,STARLINK-32402,93.53,53.16,448,447,0.0001053,,0.55
2024-196C,61709,STARLINK-32314,93.53,53.16,448,447,0.000089,,0.56
2024-196D,61710,STARLINK-32404,93.53,53.16,448,446,0.0001148,,0.59
2024-196E,61711,STARLINK-32312,93.52,53.16,447,446,0.0000533,,0.57
2024-196F,61712,STARLINK-32343,93.53,53.16,448,447,0.000093,,0.54
2024-196G,61713,STARLINK-32467,93.53,53.16,448,446,0.0001374,,0.58
2024-196H,61714,STARLINK-32440,93.53,53.16,448,447,0.0000957,,0.54
2024-196J,61715,STARLINK-32459,93.53,53.16,448,447,0.0001026,,0.75
2024-196K,61716,STARLINK-32465,93.53,53.16,448,446,0.0001187,,0.59
2024-196L,61717,STARLINK-32457,93.53,53.16,448,446,0.0001243,,0.69
2024-196M,61718,STARLINK-32591,93.53,53.16,448,447,0.0001004,,0.76
2024-196N,61719,STARLINK-32344,93.53,53.16,448,446,0.0001145,,0.6
2024-196P,61720,STARLINK-32322,93.53,53.16,448,446,0.0001175,,0.59
2024-196Q,61721,STARLINK-32469,93.53,53.16,448,447,0.0001043,,0.7
2024-196R,61722,STARLINK-32438,93.53,53.16,448,446,0.0001269,,0.59
2024-196S,61723,STARLINK-32540,91.13,53.14,331,329,0.0001149,,0.64
2024-196T,61724,STARLINK-32528,93.53,53.16,448,447,0.0001005,,0.65
2024-196U,61725,STARLINK-32573,93.53,53.16,448,447,0.0000766,,0.6
2024-196V,61726,STARLINK-32478,93.53,53.16,448,447,0.000098,,0.54
2024-196W,61727,STARLINK-32511,93.53,53.16,448,447,0.0000978,,0.67
2024-196X,61728,STARLINK-32475,93.53,53.16,448,447,0.0000662,,0.68
2024-196Y,61729,STARLINK-32442,93.53,53.16,448,446,0.000125,,0.55
2024-197A,61730,COSMOS 2579,94.58,97.56,504,493,0.0008024,,0.25
2024-198A,61733,DSN-3 (KIRAMEKI-3),1436.09,0.07,35793,35780,0.0001545,*G,0.92
2024-199A,61735,IONOSFERA-M 1,101.22,98.79,818,815,0.0001432,,0.24
2024-199B,61736,IONOSFERA-M 2,101.22,98.79,818,816,0.0001399,,0.28
2024-199C,61737,SITRO-AIS 16,96.42,97.38,592,582,0.000749,,0.25
2024-199D,61738,SITRO-AIS 15,96.42,97.38,592,582,0.0007231,,0.25
2024-199E,61739,SITRO-AIS 21,96.52,97.38,601,583,0.0013412,,0.24
2024-199F,61740,SITRO-AIS 22,96.52,97.38,601,582,0.0013556,,0.24
2024-199G,61741,SITRO-AIS 24,96.52,97.38,601,582,0.0013495,,0.24
2024-199H,61742,SITRO-AIS 23,96.51,97.38,601,582,0.0013393,,0.24
2024-199J,61743,SITRO-AIS 13,96.41,97.38,592,582,0.0007066,,0.26
2024-199K,61744,2024-199K,94.27,97.38,492,474,0.001296,,0.29
2024-199L,61745,2024-199L,94.25,97.38,490,475,0.0010929,,0.3
2024-199M,61746,COLIBRI-S (RS67S),94.29,97.38,493,476,0.0012951,,0.28
2024-199N,61747,2024-199N,94.3,97.38,494,476,0.0012905,,0.27
2024-199P,61748,SITRO-AIS 44,94.23,97.38,489,474,0.0010879,,0.24
2024-199Q,61749,VIZARD-ION (RS68S),94.26,97.38,491,474,0.0012589,,0.29
2024-199R,61750,2024-199R,94.3,97.38,494,476,0.0013334,,0.26
2024-199S,61751,2024-199S,94.37,97.38,496,480,0.0011933,,0.24
2024-199T,61752,SITRO-AIS 14,96.41,97.38,592,582,0.0007115,,0.25
2024-199U,61753,HORS 3 (RS81S),94.28,97.38,492,476,0.0011694,,0.28
2024-199V,61754,HORS 4 (RS82S),94.26,97.38,491,474,0.0011857,,0.29
2024-199W,61755,SITRO-AIS 43,94.22,97.38,488,474,0.0010805,,0.24
2024-199X,61756,SITRO-AIS 42,94.22,97.38,488,473,0.0010838,,0.24
2024-199Y,61757,HORIZON (RS59S),94.2,97.38,489,471,0.001269,,0.25
2024-199Z,61758,SITRO-AIS 20,96.4,97.38,591,582,0.0006929,,0.26
2024-199AA,61759,SITRO-AIS 19,96.4,97.38,591,582,0.0006859,,0.26
2024-199AB,61760,SITRO-AIS 41,94.23,97.38,488,474,0.0010644,,0.24
2024-199AC,61761,2024-199AC,94.25,97.38,489,475,0.0010514,,0.24
2024-199AD,61762,ARCTICSAT 1 (RS74S),94.19,97.38,488,471,0.0012479,,0.26
2024-199AE,61763,SIT-HSE,94.22,97.38,488,474,0.0010448,,0.25
2024-199AF,61764,SIT-2086,94.22,97.38,488,474,0.0010195,,0.25
2024-199AG,61765,MORDOVIA-IOT (RS50S),94.12,97.38,484,468,0.0012278,,0.29
2024-199AH,61766,RUZAEVKA 390 (RS44S),94.14,97.38,485,469,0.0012086,,0.28
2024-199AJ,61767,2024-199AJ,94.09,97.38,482,466,0.0011877,,0.24
2024-199AK,61768,2024-199AK,94.25,97.38,488,476,0.0008635,,0.25
2024-199AL,61769,KOSAR,94.23,97.38,487,475,0.0008492,,0.26
2024-199AM,61770,2024-199AM,93.19,97.36,440,421,0.001407,,0.23
2024-199AN,61771,SITRO-AIS 48,94.31,97.37,495,475,0.0014463,,0.24
2024-199AP,61772,HYPERVIEW 1G (RS66S),94.28,97.38,495,473,0.0015813,,0.26
2024-199AQ,61773,SITRO-AIS 47,94.31,97.37,495,475,0.0014558,,0.24
2024-199AR,61774,SITRO-AIS 46,94.31,97.37,495,475,0.001475,,0.24
2024-199AS,61775,2024-199AS,94.4,97.38,500,478,0.0016028,,0.27
2024-199AT,61776,SITRO-AIS 40,94.31,97.37,495,475,0.0014915,,0.24
2024-199AU,61777,2024-199AU,94.39,97.38,500,478,0.0016074,,0.27
2024-199AV,61778,SITRO-AIS 39,94.32,97.37,496,476,0.0014918,,0.23
2024-199AW,61779,ALTAIR (RS65S),94.41,97.38,501,479,0.0016303,,0.27
2024-199AX,61780,SITRO-AIS 37,94.32,97.37,496,475,0.0015258,,0.23
2024-199AY,61781,ASRTU-1 (AO-123),94.42,97.38,502,479,0.0016496,,0.26
2024-199AZ,61782,TUSUR GO (RS78S),94.3,97.38,496,473,0.0016995,,0.24
2024-199BA,61783,ZIMSAT-2,94.22,97.38,493,469,0.0017503,,0.27
2024-199BB,61784,SAMSAT-IONOSPHERE (RS75S),94.33,97.38,498,475,0.0016818,,0.23
2024-199BC,61785,RTU MIREA 1 (RS51S),94.32,97.38,497,474,0.0016685,,0.23
2024-199BD,61786,SITRO-AIS 38,94.33,97.37,496,476,0.0015207,,0.23
2024-199BE,61787,2024-199BE,94.43,97.38,502,479,0.0016666,,0.26
2024-199BF,61788,SITRO-AIS 45,94.32,97.37,496,475,0.0014846,,0.24
2024-199BG,61789,SITRO-AIS 17,96.4,97.38,591,581,0.000712,,0.26
2024-199BH,61790,SITRO-AIS 18,96.4,97.38,591,582,0.0006926,,0.26
2024-201B,61793,PROTOSAT-1,97.09,97.92,627,612,0.0010825,,0.81
2024-202A,61845,STARLINK-32362,93.46,43,445,443,0.0001341,,1.09
2024-202B,61846,STARLINK-32472,93.46,43,445,443,0.0001153,,1.09
2024-202C,61847,STARLINK-32352,93.47,43,445,443,0.0001027,,0.31
2024-202D,61848,STARLINK-32427,93.46,43,446,442,0.0002621,,1.09
2024-202E,61849,STARLINK-32346,93.46,43,445,443,0.0001262,,1.1
2024-202F,61850,STARLINK-32330,93.46,43,446,442,0.0003084,,0.45
2024-202G,61851,STARLINK-32379,93.46,43,445,443,0.0001388,,1.1
2024-202H,61852,STARLINK-32433,93.46,43,445,443,0.0001119,,1.1
2024-202J,61853,STARLINK-32394,93.46,43,445,443,0.0001529,,1.1
2024-202K,61854,STARLINK-32486,93.47,43,445,444,0.0000573,,1.11
2024-202L,61855,STARLINK-32391,93.47,43,445,444,0.0000667,,1.11
2024-202M,61856,STARLINK-32483,93.47,43,445,443,0.0001684,,0.83
2024-202N,61857,STARLINK-32451,93.46,43,445,443,0.0001692,,0.27
2024-202P,61858,STARLINK-32556,93.46,43,445,443,0.0001113,,0.98
2024-202Q,61859,STARLINK-32466,93.46,43,445,443,0.0001286,,1.12
2024-202R,61860,STARLINK-32316,93.46,43,445,443,0.0001229,,1
2024-202S,61861,STARLINK-32415,93.46,43.01,445,443,0.0000953,,0.41
2024-202T,61862,STARLINK-32393,93.46,43,445,443,0.0001268,,0.28
2024-202U,61863,STARLINK-32324,93.46,43,445,443,0.0000878,,0.28
2024-202V,61864,STARLINK-32318,93.46,43,445,443,0.0000867,,1
2024-202W,61865,STARLINK-32401,93.46,43,445,443,0.0001121,,1.13
2024-202X,61866,STARLINK-32588,93.47,43,445,444,0.0001002,,0.29
2024-202Y,61867,STARLINK-32569,93.46,43,445,443,0.0001346,,1.14
2024-203A,61869,2024-203A,94.99,97.48,529,508,0.0015032,,0.24
2024-203B,61870,2024-203B,94.99,97.48,528,508,0.0014666,,0.24
2024-203C,61871,2024-203C,94.98,97.49,528,507,0.0015699,,0.25
2024-203D,61872,2024-203D,94.98,97.49,528,507,0.0015651,,0.26
2024-204A,61874,STARLINK-11402 [DTC],91.74,53.16,360,359,0.0000854,,0.66
2024-204B,61875,STARLINK-11316 [DTC],91.74,53.16,360,359,0.0000943,,0.66
2024-204C,61876,STARLINK-11401 [DTC],91.74,53.16,360,359,0.0001102,,0.67
2024-204D,61877,STARLINK-11321 [DTC],91.74,53.16,361,358,0.0001979,,0.54
2024-204E,61878,STARLINK-11314 [DTC],91.74,53.16,360,359,0.0001118,,0.55
2024-204F,61879,STARLINK-11324 [DTC],91.74,53.16,361,359,0.0001144,,0.68
2024-204G,61880,STARLINK-11328 [DTC],91.74,53.16,361,359,0.0001264,,0.56
2024-204H,61881,STARLINK-11329 [DTC],91.74,53.16,361,359,0.0001199,,0.69
2024-204J,61882,STARLINK-11398 [DTC],91.74,53.16,361,359,0.0001166,,0.7
2024-204K,61883,STARLINK-11383 [DTC],91.74,53.16,360,359,0.0000907,,0.71
2024-204L,61884,STARLINK-11359 [DTC],91.74,53.16,360,359,0.0000846,,0.64
2024-204M,61885,STARLINK-11301 [DTC],91.74,53.16,360,359,0.0001039,,0.65
2024-204N,61886,STARLINK-11351 [DTC],91.74,53.16,360,359,0.0000957,,0.52
2024-204P,61887,STARLINK-32410,94.11,53.16,476,474,0.0001258,,0.58
2024-204Q,61888,STARLINK-32377,94.11,53.16,476,475,0.0000812,,0.52
2024-204R,61889,STARLINK-32292,94.11,53.16,476,474,0.0001261,,0.64
2024-204S,61890,STARLINK-32501,94.11,53.16,476,474,0.0001379,,0.62
2024-204T,61891,STARLINK-32383,94.11,53.16,476,474,0.0001312,,0.63
2024-204U,61892,STARLINK-32239,94.11,53.16,476,474,0.0001209,,0.62
2024-204V,61893,STARLINK-32489,94.11,53.16,476,475,0.0000915,,0.47
2024-205A,61894,2024-205A,95.05,97.47,530,511,0.0013678,,0.23
2024-205B,61895,2024-205B,94.95,97.47,526,506,0.0014647,,0.24
2024-205C,61896,2024-205C,95.04,97.47,528,513,0.00111,,0.28
2024-205D,61897,2024-205D,95.05,97.47,532,510,0.0015652,,0.22
2024-205E,61898,2024-205E,95.04,97.47,532,510,0.0016175,,0.24
2024-205F,61899,2024-205F,94.92,97.46,525,504,0.0015374,,0.27
2024-205G,61900,2024-205G,94.93,97.47,523,507,0.0012086,,0.26
2024-205H,61901,2024-205H,94.94,97.46,525,506,0.0014155,,0.25
2024-205J,61902,2024-205J,95.05,97.47,533,508,0.0017939,,0.25
2024-205K,61903,2024-205K,95,97.47,529,508,0.0015801,,0.24
2024-205L,61904,2024-205L,95,97.47,532,505,0.0020195,,0.93
2024-205M,61905,2024-205M,94.97,97.47,528,507,0.0015427,,0.24
2024-205N,61906,2024-205N,94.89,97.47,523,503,0.0014424,,0.28
2024-205P,61907,2024-205P,95,97.47,529,508,0.0015692,,0.25
2024-205Q,61908,2024-205Q,95,97.47,529,507,0.0016133,,0.25
2024-206A,61910,KOREASAT 6A,1436.1,0.04,35793,35780,0.0001611,*G,0.99
2024-207A,61912,STARLINK-32303,93.99,43.01,471,468,0.0002496,,0.89
2024-207B,61913,STARLINK-32434,93.99,43.01,471,468,0.0002442,,0.98
2024-207C,61914,STARLINK-32460,93.99,43,470,469,0.0001328,,0.27
2024-207D,61915,STARLINK-32559,93.99,43.01,471,469,0.0001471,,0.93
2024-207E,61916,STARLINK-32541,93.99,43,471,469,0.0001544,,1.03
2024-207F,61917,STARLINK-32544,93.99,43,471,468,0.0001602,,0.88
2024-207G,61918,STARLINK-32555,93.99,43,470,469,0.0000845,,0.32
2024-207H,61919,STARLINK-32547,93.99,43,470,469,0.0000801,,0.6
2024-207J,61920,STARLINK-32616,93.99,43,470,469,0.0000927,,0.83
2024-207K,61921,STARLINK-32605,93.99,43.01,470,469,0.0001279,,0.29
2024-207L,61922,STARLINK-32579,93.99,43,471,468,0.0002584,,0.96
2024-207M,61923,STARLINK-32537,93.99,43,471,468,0.0001625,,0.91
2024-207N,61924,STARLINK-32564,93.99,43,471,468,0.0002173,,0.25
2024-207P,61925,STARLINK-32536,93.99,43,471,469,0.0001261,,0.33
2024-207Q,61926,STARLINK-32624,93.99,43,471,468,0.0001859,,0.99
2024-207R,61927,STARLINK-32622,93.99,43,471,469,0.0001433,,0.6
2024-207S,61928,STARLINK-32620,93.99,43,470,469,0.0001011,,0.89
2024-207T,61929,STARLINK-32609,93.99,43,470,469,0.0001123,,0.3
2024-207U,61930,STARLINK-32567,93.46,43,446,442,0.000255,,0.29
2024-207V,61931,STARLINK-32420,93.99,43.01,471,468,0.0002703,,0.93
2024-207W,61932,STARLINK-32354,93.99,43,471,468,0.0002134,,0.32
2024-207X,61933,STARLINK-32361,93.46,43,445,443,0.0001179,,0.91
2024-207Y,61934,STARLINK-32563,93.99,43,470,469,0.000088,,0.61
2024-207Z,61935,STARLINK-32500,93.99,43,470,469,0.0001347,,0.31
2024-208A,61936,HAIYANG 4-01,97.74,98.01,652,649,0.0001598,,0.3
2024-209A,61939,STARLINK-11407 [DTC],91.33,53.16,340,339,0.0000807,,0.67
2024-209B,61940,STARLINK-11337 [DTC],91.33,53.15,340,339,0.000096,,0.62
2024-209C,61941,STARLINK-11353 [DTC],91.33,53.16,341,339,0.0001569,,0.62
2024-209D,61942,STARLINK-11320 [DTC],91.74,53.16,360,359,0.0000584,,0.33
2024-209E,61943,STARLINK-11425 [DTC],91.74,53.16,360,359,0.0000849,,0.33
2024-209F,61944,STARLINK-11422 [DTC],91.73,53.16,360,359,0.0000962,,0.33
2024-209G,61945,STARLINK-11421 [DTC],91.73,53.16,360,359,0.0000958,,0.33
2024-209H,61946,STARLINK-11410 [DTC],91.74,53.16,361,359,0.0001211,,0.51
2024-209J,61947,STARLINK-11390 [DTC],91.6,53.16,354,353,0.0000779,,0.58
2024-209K,61948,STARLINK-11414 [DTC],91.51,53.16,349,348,0.0000861,,0.33
2024-209L,61949,STARLINK-11424 [DTC],91.47,53.16,348,346,0.0001681,,0.27
2024-209M,61950,STARLINK-11423 [DTC],91.5,53.16,349,348,0.0000998,,0.63
2024-209N,61951,STARLINK-11395 [DTC],91.74,53.16,360,359,0.0000833,,0.58
2024-209P,61952,STARLINK-32572,94.1,53.16,476,474,0.0001788,,0.58
2024-209Q,61953,STARLINK-32585,94.11,53.16,476,475,0.000102,,0.62
2024-209R,61954,STARLINK-32574,94.11,53.16,476,474,0.0001352,,0.61
2024-209S,61955,STARLINK-32583,94.11,53.16,476,474,0.0001126,,0.56
2024-209T,61956,STARLINK-32273,94.11,53.16,476,474,0.0001224,,0.59
2024-209U,61957,STARLINK-32359,94.11,53.16,476,474,0.0001424,,0.57
2024-209V,61958,STARLINK-32566,94.11,53.16,476,474,0.0001307,,0.59
2024-210A,61959,STARLINK-32499,93.46,43.01,445,443,0.0001616,,0.9
2024-210B,61960,STARLINK-32372,93.46,43.01,445,443,0.0001112,,0.25
2024-210C,61961,STARLINK-32452,93.46,43.01,446,442,0.0003032,,0.56
2024-210D,61962,STARLINK-32458,93.46,43,445,443,0.0001124,,0.57
2024-210E,61963,STARLINK-32487,93.46,43,445,443,0.0001696,,0.5
2024-210F,61964,STARLINK-32513,93.46,43,445,443,0.0001065,,0.57
2024-210G,61965,STARLINK-32514,93.46,43,445,443,0.0001552,,0.56
2024-210H,61966,STARLINK-32498,93.46,43,445,443,0.0001444,,0.24
2024-210J,61967,STARLINK-32518,93.47,43,446,443,0.0002295,,0.5
2024-210K,61968,STARLINK-32471,93.46,43,445,443,0.0002018,,0.26
2024-210L,61969,STARLINK-32450,93.47,43,445,444,0.0000827,,0.41
2024-210M,61970,STARLINK-32613,93.47,43,445,443,0.0001584,,0.55
2024-210N,61971,STARLINK-32610,93.46,43,446,442,0.0002605,,0.48
2024-210P,61972,STARLINK-32612,93.46,43,445,443,0.000196,,0.55
2024-210Q,61973,STARLINK-32601,93.46,43.01,445,443,0.0001909,,0.25
2024-210R,61974,STARLINK-32593,93.46,43,445,443,0.0001017,,1.25
2024-210S,61975,STARLINK-32586,93.47,43,445,444,0.0000749,,1.31
2024-210T,61976,STARLINK-32611,93.46,43,445,443,0.0001394,,0.27
2024-210U,61977,STARLINK-32607,93.46,43,445,443,0.0001709,,0.49
2024-210V,61978,STARLINK-32606,93.46,43,446,443,0.0002227,,0.87
2024-210W,61979,STARLINK-32578,93.46,43.01,446,443,0.000226,,0.59
2024-210X,61980,STARLINK-32517,93.46,43,445,443,0.0001708,,0.61
2024-210Y,61981,STARLINK-32522,93.46,43,445,443,0.0001757,,0.27
2024-210Z,61982,STARLINK-32560,93.46,43,445,443,0.0001545,,0.26
2024-211A,61983,TIANZHOU-8,92.41,41.46,395,390,0.0003466,CSS,0.65
2024-212A,62006,OPTUS-X (ADS-01),1436.08,0.04,35790,35783,0.0000832,*G,0.36
2024-213A,62008,STARLINK-11433 [DTC],91.33,53.16,340,339,0.000101,,0.56
2024-213B,62009,STARLINK-11262 [DTC],91.33,53.16,340,339,0.0000683,,0.56
2024-213C,62010,STARLINK-11326 [DTC],91.33,53.16,341,339,0.0001134,,0.61
2024-213D,62011,STARLINK-11330 [DTC],91.33,53.16,340,339,0.0000908,,0.52
2024-213E,62012,STARLINK-11363 [DTC],91.33,53.16,341,339,0.0001438,,0.59
2024-213F,62013,STARLINK-11377 [DTC],91.33,53.16,341,339,0.0001581,,0.57
2024-213G,62014,STARLINK-11385 [DTC],91.33,53.16,341,339,0.0001162,,0.58
2024-213H,62015,STARLINK-11396 [DTC],91.33,53.16,340,339,0.0001075,,0.56
2024-213J,62016,STARLINK-11393 [DTC],91.33,53.16,341,339,0.0001339,,0.6
2024-213K,62017,STARLINK-11343 [DTC],91.33,53.16,341,339,0.0001372,,0.57
2024-213L,62018,STARLINK-11411 [DTC],91.33,53.16,341,339,0.0001106,,0.57
2024-213M,62019,STARLINK-11404 [DTC],91.33,53.16,340,339,0.0001115,,0.54
2024-213N,62020,STARLINK-11378 [DTC],91.33,53.16,340,339,0.0000909,,0.61
2024-213P,62021,STARLINK-32520,93.53,53.16,448,446,0.000118,,0.35
2024-213Q,62022,STARLINK-32539,93.53,53.16,448,446,0.0001416,,0.38
2024-213R,62023,STARLINK-32334,93.53,53.16,448,447,0.0001031,,0.36
2024-213S,62024,STARLINK-32504,93.53,53.16,448,447,0.0001079,,0.37
2024-213T,62025,STARLINK-32493,93.53,53.16,448,446,0.0001107,,0.6
2024-213U,62026,STARLINK-32561,93.53,53.16,448,447,0.0000833,,0.6
2024-213V,62027,STARLINK-32512,93.53,53.16,448,446,0.000147,,0.34
2024-214A,62028,GSAT-N2 (GSAT-20),1436.04,0.06,35796,35775,0.0002543,*G,1.09
2024-215A,62030,PROGRESS-MS 29,92.88,51.64,417,414,0.0002468,ISS,0.53
2024-216A,62032,STARLINK-32637,93.46,43,445,443,0.0001563,,0.62
2024-216B,62033,STARLINK-32582,93.46,43,445,443,0.0000984,,0.32
2024-216C,62034,STARLINK-32615,93.46,43.01,446,442,0.0002964,,0.31
2024-216D,62035,STARLINK-32592,93.46,43,445,443,0.0001585,,0.99
2024-216E,62036,STARLINK-32225,93.46,43,445,444,0.0000713,,0.88
2024-216F,62037,STARLINK-32595,93.46,43.01,446,442,0.0002725,,0.98
2024-216G,62038,STARLINK-32477,93.46,43,445,443,0.0001459,,1
2024-216H,62039,STARLINK-32480,93.46,43,445,443,0.000128,,0.32
2024-216J,62040,STARLINK-32510,93.46,43,445,443,0.0001724,,0.94
2024-216K,62041,STARLINK-32456,93.46,43,445,443,0.0001409,,0.3
2024-216L,62042,STARLINK-32509,93.47,43,446,442,0.0002629,,0.36
2024-216M,62043,STARLINK-32491,93.46,43,445,443,0.0002053,,0.35
2024-216N,62044,STARLINK-32577,93.46,43,445,443,0.0001127,,0.33
2024-216P,62045,STARLINK-32618,93.46,43,445,443,0.0001922,,0.31
2024-216Q,62046,STARLINK-32598,93.46,43,445,443,0.0001551,,1.27
2024-216R,62047,STARLINK-32630,93.46,43,446,443,0.0002135,,0.33
2024-216S,62048,STARLINK-32599,93.46,43,445,443,0.0001535,,1.05
2024-216T,62049,STARLINK-32473,93.46,43,445,443,0.0001344,,0.31
2024-216U,62050,STARLINK-32492,93.46,43,446,443,0.0002226,,0.91
2024-216V,62051,STARLINK-32496,93.46,43,445,443,0.0001917,,0.99
2024-216W,62052,STARLINK-32495,93.46,43,446,442,0.0002229,,0.31
2024-216X,62053,STARLINK-32494,93.46,43,445,443,0.0001858,,0.33
2024-216Y,62054,STARLINK-32408,93.46,43,445,443,0.000112,,0.94
2024-216Z,62055,STARLINK-32571,93.46,43,445,443,0.0001937,,1.27
2024-217A,62057,STARLINK-11465 [DTC],91.33,53.16,341,338,0.0002336,,0.33
2024-217B,62058,STARLINK-11426 [DTC],91.33,53.16,341,339,0.0001167,,1.54
2024-217C,62059,STARLINK-11454 [DTC],91.33,53.16,341,339,0.0001667,,0.34
2024-217D,62060,STARLINK-11473 [DTC],91.48,53.16,348,346,0.0001126,,0.58
2024-217E,62061,STARLINK-11429 [DTC],91.33,53.16,341,339,0.000123,,0.35
2024-217F,62062,STARLINK-11470 [DTC],91.74,53.16,360,359,0.0000996,,0.25
2024-217G,62063,STARLINK-11427 [DTC],91.55,53.16,351,350,0.0000872,,0.58
2024-217H,62064,STARLINK-11456 [DTC],91.33,53.15,341,339,0.0001175,,0.36
2024-217J,62065,STARLINK-11474 [DTC],91.33,53.16,341,339,0.0001167,,1
2024-217K,62066,STARLINK-11463 [DTC],91.37,53.16,343,341,0.0001159,,1.25
2024-217L,62067,STARLINK-11472 [DTC],91.74,53.16,361,359,0.0001344,,1.42
2024-217M,62068,STARLINK-11467 [DTC],91.6,53.16,354,352,0.0000898,,0.58
2024-217N,62069,STARLINK-11460 [DTC],91.74,53.16,361,359,0.0001303,,0.34
2024-217P,62070,STARLINK-32604,93.53,53.16,448,447,0.0001051,,0.3
2024-217Q,62071,STARLINK-32553,93.53,53.16,448,447,0.0000881,,0.28
2024-217R,62072,STARLINK-32603,93.53,53.16,448,447,0.000053,,0.32
2024-217S,62073,STARLINK-32444,93.53,53.16,448,447,0.0000391,,0.98
2024-217T,62074,STARLINK-32619,93.53,53.16,448,446,0.000145,,0.31
2024-217U,62075,STARLINK-32580,93.53,53.16,448,447,0.0001027,,1.27
2024-217V,62076,STARLINK-32617,93.53,53.16,448,447,0.0000802,,0.68
2024-078F,62077,SZ-18 MODULE,91.69,41.47,364,351,0.0009801,,0.59
2024-218B,62079,SUPERVIEW NEO-2 03,94.75,97.44,508,506,0.0001686,,0.79
2024-218C,62080,SUPERVIEW NEO-2 04,94.75,97.44,508,506,0.0001518,,0.85
2024-219A,62081,KINEIS-5C,97.48,97.95,639,637,0.0001443,,0.73
2024-219B,62082,KINEIS-5D,97.48,97.95,639,637,0.0001783,,0.73
2024-219C,62083,KINEIS-5E,97.46,97.95,638,636,0.0001079,,0.8
2024-219D,62084,KINEIS-5A,97.45,97.95,638,634,0.0002838,,0.74
2024-219E,62085,KINEIS-5B,97.45,97.95,638,635,0.0002708,,0.75
2024-220A,62088,STARLINK-11384 [DTC],91.67,43,357,356,0.0001193,,0.42
2024-220B,62089,STARLINK-11379 [DTC],91.67,43,358,355,0.0002389,,0.48
2024-220C,62090,STARLINK-11387 [DTC],91.67,43,357,356,0.0000718,,0.55
2024-220D,62091,STARLINK-11389 [DTC],91.67,43,360,353,0.0004546,,0.56
2024-220E,62092,STARLINK-11388 [DTC],91.67,43,358,356,0.0001472,,0.5
2024-220F,62093,STARLINK-11345 [DTC],91.67,43,357,356,0.0001233,,1.08
2024-220G,62094,STARLINK-11381 [DTC],91.67,43,357,356,0.0001361,,0.51
2024-220H,62095,STARLINK-11369 [DTC],91.67,43,358,355,0.0001857,,0.52
2024-220J,62096,STARLINK-11303 [DTC],91.67,43,357,356,0.0001249,,0.52
2024-220K,62097,STARLINK-11367 [DTC],91.67,43,358,355,0.0001823,,0.53
2024-220L,62098,STARLINK-11386 [DTC],91.67,43,357,356,0.0001233,,0.21
2024-220M,62099,STARLINK-11380 [DTC],91.67,43,357,356,0.0000722,,1.17
2024-220N,62100,STARLINK-33566,93.46,43,445,443,0.0001731,,0.45
2024-220P,62101,STARLINK-33545,93.46,43,445,443,0.0001057,,1.08
2024-220Q,62102,STARLINK-33562,93.46,43,445,443,0.0001406,,1.23
2024-220R,62103,STARLINK-33554,93.46,43.01,445,443,0.0001616,,1.08
2024-220S,62104,STARLINK-33555,93.46,43.01,445,443,0.0001694,,1.07
2024-220T,62105,STARLINK-33542,91.09,43,332,325,0.0005188,,0.53
2024-220U,62106,STARLINK-33557,93.46,43,445,443,0.0001214,,0.38
2024-220V,62107,STARLINK-33559,93.47,43,444,444,0.0000247,,0.47
2024-220W,62108,STARLINK-33553,93.46,43,445,443,0.0001655,,0.52
2024-220X,62109,STARLINK-33556,93.46,43,445,443,0.0001892,,1.02
2024-220Y,62110,STARLINK-33551,93.46,43,444,444,0.000058,,0.53
2024-221A,62111,GUANGCHUAN 01,94.59,49.96,506,492,0.001045,,0.29
2024-221B,62112,GUANGCHUAN 02,94.59,49.96,505,493,0.0009196,,0.29
2024-222A,62114,STARLINK-32311,93.47,43,445,443,0.0001688,,0.38
2024-222B,62115,STARLINK-32470,93.46,43,445,443,0.000152,,0.35
2024-222C,62116,STARLINK-32502,93.47,43,445,443,0.0001381,,0.36
2024-222D,62117,STARLINK-32521,93.46,43,445,443,0.0001578,,0.31
2024-222E,62118,STARLINK-32549,93.46,43,445,443,0.0001153,,0.66
2024-222F,62119,STARLINK-32535,93.47,43,445,443,0.0001661,,0.33
2024-222G,62120,STARLINK-32548,93.46,43,445,443,0.0001786,,0.37
2024-222H,62121,STARLINK-32525,93.46,43,445,443,0.0000999,,0.34
2024-222J,62122,STARLINK-32628,93.46,43,445,443,0.0001216,,0.36
2024-222K,62123,STARLINK-32626,93.46,43,445,443,0.0001856,,0.69
2024-222L,62124,STARLINK-32608,93.46,42.99,445,443,0.0001354,,0.55
2024-222M,62125,STARLINK-32488,93.46,43,445,443,0.0001302,,0.51
